,mills,OPEX,CAPEX,logistic,profit,additional costs,et,etmk,etsaf,etpc,etref,eta,etr,j1,j2,sug,el,SAF,SAF ref,SAF air,g,d,objective,sc cost,individual profit,capacity,incentives
10,Alcon,167969586.71856663,0.0,0.0,113136921864.6098,83301829566.47762,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.3719076191,10074.628092380939,89042.82074463714,53200.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,193784132.3608686,1000000,0
11,Alcoolquímica,335939173.4371332,0.0,0.0,113136921864.6098,83301829566.47762,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,387568264.72173727,2000000,0
12,Alcoolvale,335939173.4371332,0.0,0.0,113136921864.6098,83301829566.47762,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,387568264.72173727,2000000,0
13,Alta Floresta (Alto Alegre),335939173.4371332,0.0,0.0,113136921864.6098,83301829566.47762,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,387568264.72173727,2000000,0
14,Alta Mogiana,923832726.9521163,0.0,0.0,113136921864.6098,83301829566.47762,198620.4,198620.4,0.0,0.0,0.0,0.0,0.0,3981589.5454919045,55410.454508095514,489735.5140955042,292600.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,1065812727.9847772,5500000,0
15,Alta Paulista (Usalpa),335939173.4371332,0.0,0.0,113136921864.6098,83301829566.47762,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,387568264.72173727,2000000,0
16,Alta Paulista II,325398872.0,0.0,0.0,113136921864.6098,83301829566.47762,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,121646056.32,2000000,0
17,Alto Alegre - Florestópolis,503908760.1556998,0.0,0.0,113136921864.6098,83301829566.47762,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,581352397.0826058,3000000,0
18,Alto Alegre - Unidade Junqueira,659347333.8390399,0.0,0.0,113136921864.6098,83301829566.47762,273251.11247999995,273251.11247999984,0.0,0.0,0.0,0.0,0.0,1174400.0,1761600.0,144451.2,212800.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,458990479.9482621,4000000,0
19,Alto Alegre - Unidade Santo Inácio,659347333.8390399,0.0,0.0,113136921864.6098,83301829566.47762,273251.11247999995,273251.11247999984,0.0,0.0,0.0,0.0,0.0,1174400.0,1761600.0,144451.2,212800.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,458990479.9482621,4000000,0
20,Alto Taquari,650797744.0,0.0,0.0,113136921864.6098,83301829566.47762,361128.0,361128.0,0.0,0.0,0.0,0.0,0.0,0.0,2936000.0,0.0,212800.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,243292112.64,4000000,0
21,Alvorada,335939173.4371332,0.0,0.0,113136921864.6098,83301829566.47762,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,387568264.72173727,2000000,0
22,Americana,162699436.0,0.0,0.0,113136921864.6098,83301829566.47762,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,60823028.16,1000000,0
23,Andrade,503908760.1556998,0.0,0.0,113136921864.6098,83301829566.47762,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,581352397.0826058,3000000,0
24,Angélica,671878346.8742664,0.0,0.0,113136921864.6098,83301829566.47762,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,775136529.4434745,4000000,0
25,Anicuns,488098308.0,0.0,0.0,113136921864.6098,83301829566.47762,270846.0,270846.0,0.0,0.0,0.0,0.0,0.0,0.0,2202000.0,0.0,159600.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,182469084.48000002,3000000,0
26,Aroeira,167969586.71856663,0.0,0.0,113136921864.6098,83301829566.47762,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.3719076191,10074.628092380939,89042.82074463714,53200.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,193784132.3608686,1000000,0
27,Atena Tecnologias - Fazendo Bartira,167969586.71856663,0.0,0.0,113136921864.6098,83301829566.47762,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.3719076191,10074.628092380939,89042.82074463714,53200.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,193784132.3608686,1000000,0
28,Avaré,335939173.4371332,0.0,0.0,113136921864.6098,83301829566.47762,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,387568264.72173727,2000000,0
29,Bahia Etanol,162699436.0,0.0,0.0,113136921864.6098,83301829566.47762,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,60823028.16,1000000,0
30,Baldin Bioenergia,335939173.4371332,0.0,0.0,113136921864.6098,83301829566.47762,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,387568264.72173727,2000000,0
31,Bambuí,325398872.0,0.0,0.0,113136921864.6098,83301829566.47762,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,121646056.32,2000000,0
32,Bandeirantes,494510500.37928,0.0,0.0,113136921864.6098,83301829566.47762,204938.33435999998,204938.33435999998,0.0,0.0,0.0,0.0,0.0,880800.0,1321200.0,108338.4,159600.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,344242859.9611968,3000000,0
33,Barra Grande,839847933.592833,0.0,0.0,113136921864.6098,83301829566.47762,180564.0,131102.24286420335,0.0,0.0,49461.757135796666,0.0,0.0,3619626.859538095,50373.14046190493,445214.10372318566,266000.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,968920661.804343,5000000,0
34,Barralcool,503908760.1556998,0.0,0.0,113136921864.6098,83301829566.47762,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,581352397.0826058,3000000,0
35,Batatais,659347333.8390402,0.0,0.0,113136921864.6098,83301829566.47762,273251.11248000007,273251.11248000007,0.0,0.0,0.0,0.0,0.0,1174400.0,1761600.0,144451.2,212800.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,458990479.94826233,4000000,0
36,Batatais - Unidade Lins,494510500.37928,0.0,0.0,113136921864.6098,83301829566.47762,204938.33435999998,204938.33435999998,0.0,0.0,0.0,0.0,0.0,880800.0,1321200.0,108338.4,159600.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,344242859.9611968,3000000,0
37,Bazan,671878346.8742664,0.0,0.0,113136921864.6098,83301829566.47762,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,775136529.4434745,4000000,0
38,Bela Vista,659347333.8390402,0.0,0.0,113136921864.6098,83301829566.47762,273251.11248000007,273251.11248000007,0.0,0.0,0.0,0.0,0.0,1174400.0,1761600.0,144451.2,212800.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,458990479.94826233,4000000,0
39,Bevap,503908760.1556998,0.0,0.0,113136921864.6098,83301829566.47762,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,581352397.0826058,3000000,0
40,Bioenergia,325398872.0,0.0,0.0,113136921864.6098,83301829566.47762,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,121646056.32,2000000,0
41,Bioflex Agroindustrial,162699436.0,0.0,0.0,113136921864.6098,83301829566.47762,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,60823028.16,1000000,0
42,Biopav(Revati),650797744.0,0.0,0.0,113136921864.6098,83301829566.47762,361128.0,361128.0,0.0,0.0,0.0,0.0,0.0,0.0,2936000.0,0.0,212800.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,243292112.64,4000000,0
43,BIOSEV - Unidade Ares,364168477.8349479,8758251.07375367,1556686.2514713425,113136921864.6098,83301829566.47762,81733.47560975615,0.0,81733.47560975615,0.0,0.0,0.0,0.0,1320786.0578526596,147213.9421473404,162456.68511587713,106400.0,33510.72500000002,33510.72500000002,0.0,5721.343292682931,9154.14926829269,219672525852.07666,219672525852.07666,276391103.6097364,2000000,0
44,BIOSEV - UNIDADE COLOMBIA,494510500.37928,0.0,0.0,113136921864.6098,83301829566.47762,204938.33435999998,204938.33435999998,0.0,0.0,0.0,0.0,0.0,880800.0,1321200.0,108338.4,159600.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,344242859.9611968,3000000,0
45,Biosev - Unidade Lagoa da Prata,503908760.1556997,0.0,0.0,113136921864.6098,83301829566.47762,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722856,30223.88427714398,267128.46223391127,159600.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,581352397.0826054,3000000,0
46,BIOSEV - Unidade Leme,335939173.4371332,0.0,0.0,113136921864.6098,83301829566.47762,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,387568264.72173727,2000000,0
47,BIOSEV - Unidade MB,503908760.1556998,0.0,0.0,113136921864.6098,83301829566.47762,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,581352397.0826058,3000000,0
48,BIOSEV - Unidade Passa Tempo,503908760.1556998,0.0,0.0,113136921864.6098,83301829566.47762,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,581352397.0826058,3000000,0
49,BIOSEV - Unidade Pedras de Fogo,162699436.0,0.0,0.0,113136921864.6098,83301829566.47762,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,60823028.16,1000000,0
50,BIOSEV - Unidade Rio Brilhante,839847933.592833,0.0,0.0,113136921864.6098,83301829566.47762,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,3619626.859538095,50373.14046190493,445214.10372318566,266000.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,968920661.804343,5000000,0
51,BIOSEV - Unidade Santa Elisa,906602584.0286801,0.0,0.0,113136921864.6098,83301829566.47762,375720.27966,375720.27966,0.0,0.0,0.0,0.0,0.0,1614800.0,2422200.0,198620.4,292600.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,631111909.9288609,5500000,0
52,BIOSEV - Unidade Vale do Rosário,923832726.952116,0.0,0.0,113136921864.6098,83301829566.47762,198620.4,198620.4,0.0,0.0,0.0,0.0,0.0,3981589.545491903,55410.45450809691,489735.514095504,292600.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,1065812727.984777,5500000,0
53,Boa Vista,813497180.0,0.0,0.0,113136921864.6098,83301829566.47762,451410.0,451410.0,0.0,0.0,0.0,0.0,0.0,0.0,3670000.0,0.0,266000.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,304115140.8000002,5000000,0
54,Bom Jesus,162699436.0,0.0,0.0,113136921864.6098,83301829566.47762,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,60823028.16,1000000,0
55,Bom Sucesso,503908760.1556998,0.0,0.0,113136921864.6098,83301829566.47762,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,581352397.0826058,3000000,0
56,Branco Peres,167969586.71856663,0.0,0.0,113136921864.6098,83301829566.47762,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.3719076191,10074.628092380939,89042.82074463714,53200.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,193784132.3608686,1000000,0
57,BRENCO - Usina Morro Vermelho,650797744.0,0.0,0.0,113136921864.6098,83301829566.47762,361128.0,361128.0,0.0,0.0,0.0,0.0,0.0,0.0,2936000.0,0.0,212800.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,243292112.64,4000000,0
58,Buriti - Sorriso,162699436.0,0.0,0.0,113136921864.6098,83301829566.47762,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,60823028.16,1000000,0
59,Buriti - Buritizal,488098308.0,0.0,0.0,113136921864.6098,83301829566.47762,270846.0,270846.0,0.0,0.0,0.0,0.0,0.0,0.0,2202000.0,0.0,159600.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,182469084.48000002,3000000,0
60,Cabrera Energética,325398872.0,0.0,0.0,113136921864.6098,83301829566.47762,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,121646056.32,2000000,0
61,Cachoeira - Tupaciguara,162699436.0,0.0,0.0,113136921864.6098,83301829566.47762,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,60823028.16,1000000,0
62,Caçú,335939173.4371332,0.0,0.0,113136921864.6098,83301829566.47762,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,387568264.72173727,2000000,0
63,Caeté,335939173.4371332,0.0,0.0,113136921864.6098,83301829566.47762,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,387568264.72173727,2000000,0
64,Caeté - Unidade Paulicéia,813497180.0,0.0,0.0,113136921864.6098,83301829566.47762,451410.0,451410.0,0.0,0.0,0.0,0.0,0.0,0.0,3670000.0,0.0,266000.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,304115140.8000002,5000000,0
65,Cafealcool,162699436.0,0.0,0.0,113136921864.6098,83301829566.47762,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,60823028.16,1000000,0
66,Camaragibe,167969586.71856663,0.0,0.0,113136921864.6098,83301829566.47762,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.3719076191,10074.628092380939,89042.82074463714,53200.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,193784132.3608686,1000000,0
67,Cambuí,325398872.0,0.0,0.0,113136921864.6098,83301829566.47762,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,121646056.32,2000000,0
68,Campo Lindo,162699436.0,0.0,0.0,113136921864.6098,83301829566.47762,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,60823028.16,1000000,0
69,Canabrava 1,325398872.0,0.0,0.0,113136921864.6098,83301829566.47762,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,121646056.32,2000000,0
70,Carolo (N.Sra. Aparecida - BC Pontal),494510500.37928,0.0,0.0,113136921864.6098,83301829566.47762,204938.33435999998,204938.33435999998,0.0,0.0,0.0,0.0,0.0,880800.0,1321200.0,108338.4,159600.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,344242859.9611968,3000000,0
71,CBB - CIA Bioenergética,162699436.0,0.0,0.0,113136921864.6098,83301829566.47762,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,60823028.16,1000000,0
72,Ceara-Mirim,162699436.0,0.0,0.0,113136921864.6098,83301829566.47762,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,60823028.16,1000000,0
73,Cenasa,162699436.0,0.0,0.0,113136921864.6098,83301829566.47762,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,60823028.16,1000000,0
74,Central Leão Utinga,167969586.71856663,0.0,0.0,113136921864.6098,83301829566.47762,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.3719076191,10074.628092380939,89042.82074463714,53200.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,193784132.3608686,1000000,0
75,Central Morrinhos,335939173.4371332,0.0,0.0,113136921864.6098,83301829566.47762,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,387568264.72173727,2000000,0
76,Central Olho D'Água,335939173.4371332,0.0,0.0,113136921864.6098,83301829566.47762,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,387568264.72173727,2000000,0
77,Centro Oeste Iguatemi,162699436.0,0.0,0.0,113136921864.6098,83301829566.47762,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,60823028.16,1000000,0
78,Cerradão,335939173.4371332,0.0,0.0,113136921864.6098,83301829566.47762,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,387568264.72173727,2000000,0
79,Cevasa,494510500.37928,0.0,0.0,113136921864.6098,83301829566.47762,204938.33435999998,204938.3343599996,0.0,0.0,0.0,0.0,0.0,880800.0,1321200.0,108338.4,159600.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,344242859.9611958,3000000,0
80,Cia. Energética Vale do São Simão,335939173.4371332,0.0,0.0,113136921864.6098,83301829566.47762,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,387568264.72173727,2000000,0
81,Citrosuco,162699436.0,0.0,0.0,113136921864.6098,83301829566.47762,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,60823028.16,1000000,0
82,Clealco - Unidade Queiroz,923832726.9521163,0.0,0.0,113136921864.6098,83301829566.47762,198620.4,198620.4,0.0,0.0,0.0,0.0,0.0,3981589.5454919045,55410.454508095514,489735.5140955042,292600.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,1065812727.9847772,5500000,0
83,Coaf - Cruangi,162699436.0,0.0,0.0,113136921864.6098,83301829566.47762,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,60823028.16,1000000,0
84,Coagro,167969586.71856663,0.0,0.0,113136921864.6098,83301829566.47762,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.3719076191,10074.628092380939,89042.82074463714,53200.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,193784132.3608686,1000000,0
85,Cocal,671878346.8742664,0.0,0.0,113136921864.6098,83301829566.47762,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,775136529.4434745,4000000,0
86,Cocal - Unidade Narandiba,671878346.8742664,0.0,0.0,113136921864.6098,83301829566.47762,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,775136529.4434745,4000000,0
87,COFCO BRASIL S.A. - Catanduva,839847933.592833,0.0,0.0,113136921864.6098,83301829566.47762,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,3619626.859538095,50373.14046190493,445214.10372318566,266000.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,968920661.804343,5000000,0
88,COFCO BRASIL S.A. - Meridiano,671878346.8742664,0.0,0.0,113136921864.6098,83301829566.47762,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,775136529.4434745,4000000,0
89,COFCO BRASIL S.A. - Potirendaba,671878346.8742664,0.0,0.0,113136921864.6098,83301829566.47762,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,775136529.4434745,4000000,0
90,COFCO BRASIL S.A. - Sebastianópolis do Sul,839847933.592833,0.0,0.0,113136921864.6098,83301829566.47762,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,3619626.859538095,50373.14046190493,445214.10372318566,266000.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,968920661.804343,5000000,0
91,Colombo,906602584.0286801,0.0,0.0,113136921864.6098,83301829566.47762,375720.27966,375720.27966,0.0,0.0,0.0,0.0,0.0,1614800.0,2422200.0,198620.4,292600.0,0.0,0.0,0.0,0.0,0.0,219672525852.07666,219672525852.07666,631111909.9288609,5500000,0
